,origin,destination,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare
4285,PNQ,AMD,04:55:00,0,4200000000,06:05:00,0,,In,IndiGo,7335.0,0.0,0.0
4286,PNQ,AMD,04:55:00,1,4200000000,06:05:00,1,,In,IndiGo,7599.0,0.0,0.0
4287,PNQ,AMD,04:55:00,6,4200000000,06:05:00,6,,In,IndiGo,7599.0,0.0,0.0
4288,PNQ,AMD,04:55:00,5,4200000000,06:05:00,5,,In,IndiGo,7599.0,0.0,0.0
4289,PNQ,AMD,04:55:00,2,4200000000,06:05:00,2,,In,IndiGo,7599.0,0.0,0.0
4290,PNQ,AMD,04:55:00,4,4200000000,06:05:00,4,,In,IndiGo,7599.0,0.0,0.0
4291,PNQ,AMD,15:45:00,1,4800000000,17:05:00,1,,In,IndiGo,7599.0,0.0,0.0
4292,PNQ,AMD,15:45:00,6,4800000000,17:05:00,6,,In,IndiGo,7599.0,0.0,0.0
4293,PNQ,AMD,15:45:00,0,4800000000,17:05:00,0,,In,IndiGo,7599.0,0.0,0.0
4294,PNQ,AMD,22:40:00,2,5100000000,00:05:00,2,,In,IndiGo,7599.0,0.0,0.0
4295,PNQ,AMD,22:40:00,0,5100000000,00:05:00,0,,In,IndiGo,7599.0,0.0,0.0
4296,PNQ,AMD,22:40:00,1,5100000000,00:05:00,1,,In,IndiGo,7599.0,0.0,0.0
4297,PNQ,AMD,22:40:00,5,5100000000,00:05:00,5,,In,IndiGo,7599.0,0.0,0.0
4298,PNQ,AMD,22:40:00,6,5100000000,00:05:00,6,,In,IndiGo,7599.0,0.0,0.0
4299,PNQ,AMD,22:40:00,3,5100000000,00:05:00,3,,In,IndiGo,7599.0,0.0,0.0
4300,PNQ,JAI,14:50:00,1,6300000000,16:35:00,1,,Ai,AirAsia India,8435.0,0.0,0.0
4301,PNQ,JAI,14:50:00,6,6300000000,16:35:00,6,,Ai,AirAsia India,8435.0,0.0,0.0
4302,PNQ,JAI,07:50:00,6,8100000000,10:05:00,6,,Sp,SpiceJet,8490.0,0.0,0.0
4303,PNQ,JAI,01:20:00,0,6600000000,03:10:00,0,,In,IndiGo,8773.0,0.0,0.0
4304,PNQ,JAI,14:50:00,4,6300000000,16:35:00,4,,Ai,AirAsia India,8928.0,0.0,0.0
4305,PNQ,JAI,14:50:00,0,6300000000,16:35:00,0,,Ai,AirAsia India,8928.0,0.0,0.0
4306,PNQ,JAI,14:50:00,2,6300000000,16:35:00,2,,Ai,AirAsia India,8928.0,0.0,0.0
4307,PNQ,JAI,14:50:00,3,6300000000,16:35:00,3,,Ai,AirAsia India,8928.0,0.0,0.0
4308,PNQ,JAI,01:20:00,5,6600000000,03:10:00,5,,In,IndiGo,8928.0,0.0,0.0
4309,PNQ,JAI,01:20:00,2,6600000000,03:10:00,2,,In,IndiGo,8928.0,0.0,0.0
4310,PNQ,JAI,01:20:00,6,6600000000,03:10:00,6,,In,IndiGo,8928.0,0.0,0.0
4311,PNQ,JAI,01:20:00,4,6600000000,03:10:00,4,,In,IndiGo,8928.0,0.0,0.0
4312,PNQ,JAI,07:50:00,1,8100000000,10:05:00,1,,Sp,SpiceJet,8971.0,0.0,0.0
4313,PNQ,JAI,07:50:00,4,8100000000,10:05:00,4,,Sp,SpiceJet,9611.0,0.0,0.0
4314,PNQ,GOI,23:15:00,5,4200000000,00:25:00,5,,Sp,SpiceJet,6013.0,0.0,0.0
4315,PNQ,GOI,23:15:00,0,4200000000,00:25:00,0,,Sp,SpiceJet,6013.0,0.0,0.0
4316,PNQ,GOI,23:15:00,6,4200000000,00:25:00,6,,Sp,SpiceJet,6013.0,0.0,0.0
4317,PNQ,GOI,23:15:00,3,4200000000,00:25:00,3,,Sp,SpiceJet,6013.0,0.0,0.0
4318,PNQ,GOI,23:15:00,4,4200000000,00:25:00,4,,Sp,SpiceJet,6364.0,0.0,0.0
4319,PNQ,GOI,23:15:00,1,4200000000,00:25:00,1,,Sp,SpiceJet,6364.0,0.0,0.0
4320,PNQ,GOI,00:05:00,3,3900000000,01:10:00,3,,In,IndiGo,6753.0,0.0,0.0
4321,PNQ,GOI,00:05:00,4,3900000000,01:10:00,4,,In,IndiGo,6753.0,0.0,0.0
4322,PNQ,GOI,00:05:00,5,3900000000,01:10:00,5,,In,IndiGo,6753.0,0.0,0.0
4323,PNQ,GOI,00:05:00,2,3900000000,01:10:00,2,,In,IndiGo,6753.0,0.0,0.0
4324,PNQ,GOI,00:05:00,1,3900000000,01:10:00,1,,In,IndiGo,6753.0,0.0,0.0
4325,PNQ,GOI,00:05:00,6,3900000000,01:10:00,6,,In,IndiGo,6753.0,0.0,0.0
4326,PNQ,GOI,00:05:00,0,3900000000,01:10:00,0,,In,IndiGo,6996.0,0.0,0.0
4327,PNQ,GOI,12:05:00,6,3900000000,13:10:00,6,,Sp,SpiceJet,7064.0,0.0,0.0
4328,PNQ,GOI,12:05:00,2,3900000000,13:10:00,2,,Sp,SpiceJet,7297.0,0.0,0.0
4329,PNQ,GOI,12:05:00,1,3900000000,13:10:00,1,,Sp,SpiceJet,7996.0,0.0,0.0
4330,PNQ,GOI,12:05:00,0,3900000000,13:10:00,0,,Sp,SpiceJet,7996.0,0.0,0.0
4331,PNQ,GOI,12:05:00,3,3900000000,13:10:00,3,,Sp,SpiceJet,8345.0,0.0,0.0
4332,PNQ,LKO,00:50:00,3,7200000000,02:50:00,3,,In,IndiGo,10256.0,0.0,0.0
4333,PNQ,LKO,00:50:00,6,7200000000,02:50:00,6,,In,IndiGo,10498.0,0.0,0.0
4334,PNQ,LKO,00:50:00,5,7200000000,02:50:00,5,,In,IndiGo,10860.0,0.0,0.0
4335,PNQ,LKO,00:50:00,1,7200000000,02:50:00,1,,In,IndiGo,10860.0,0.0,0.0
4336,PNQ,LKO,00:50:00,2,7200000000,02:50:00,2,,In,IndiGo,10860.0,0.0,0.0
4337,PNQ,LKO,00:50:00,0,7200000000,02:50:00,0,,In,IndiGo,11027.0,0.0,0.0
4338,PNQ,LKO,00:50:00,4,7200000000,02:50:00,4,,In,IndiGo,11223.0,0.0,0.0
4339,PNQ,CJB,04:20:00,1,6300000000,06:05:00,1,,In,IndiGo,12067.0,0.0,0.0
4340,PNQ,CJB,04:20:00,2,6300000000,06:05:00,2,,In,IndiGo,12430.0,0.0,0.0
4341,PNQ,CJB,04:20:00,5,6300000000,06:05:00,5,,In,IndiGo,12913.0,0.0,0.0
4342,PNQ,CJB,04:20:00,3,6300000000,06:05:00,3,,In,IndiGo,12913.0,0.0,0.0
4343,PNQ,CJB,04:20:00,6,6300000000,06:05:00,6,,In,IndiGo,14120.0,0.0,0.0
4344,PNQ,CJB,04:20:00,4,6300000000,06:05:00,4,,In,IndiGo,14120.0,0.0,0.0
4345,PNQ,CJB,04:20:00,0,6300000000,06:05:00,0,,In,IndiGo,14120.0,0.0,0.0
4346,PNQ,GAU,02:50:00,2,10800000000,05:50:00,2,,In,IndiGo,9307.0,0.0,0.0
4347,PNQ,GAU,02:50:00,3,10800000000,05:50:00,3,,In,IndiGo,9307.0,0.0,0.0
4348,PNQ,GAU,02:50:00,4,10800000000,05:50:00,4,,In,IndiGo,9882.0,0.0,0.0
4349,PNQ,GAU,02:50:00,5,10800000000,05:50:00,5,,In,IndiGo,9882.0,0.0,0.0
4350,PNQ,GAU,02:50:00,0,10800000000,05:50:00,0,,In,IndiGo,10315.0,0.0,0.0
4351,PNQ,GAU,02:50:00,6,10800000000,05:50:00,6,,In,IndiGo,10343.0,0.0,0.0
4352,PNQ,GAU,02:50:00,1,10800000000,05:50:00,1,,In,IndiGo,10687.0,0.0,0.0
4353,PNQ,ATQ,03:10:00,1,9600000000,05:50:00,1,,In,IndiGo,9084.0,0.0,0.0
4354,PNQ,ATQ,03:10:00,2,9600000000,05:50:00,2,,In,IndiGo,9317.0,0.0,0.0
4355,PNQ,ATQ,03:10:00,4,9600000000,05:50:00,4,,In,IndiGo,9783.0,0.0,0.0
4356,PNQ,ATQ,03:10:00,3,9600000000,05:50:00,3,,In,IndiGo,10133.0,0.0,0.0
4357,PNQ,ATQ,03:10:00,6,9600000000,05:50:00,6,,In,IndiGo,10482.0,0.0,0.0
4358,PNQ,ATQ,03:10:00,0,9600000000,05:50:00,0,,In,IndiGo,10498.0,0.0,0.0
4359,PNQ,ATQ,03:10:00,5,9600000000,05:50:00,5,,In,IndiGo,10832.0,0.0,0.0
4360,PNQ,NAG,07:15:00,1,4800000000,08:35:00,1,,Go,Go First,7377.0,0.0,0.0
4361,PNQ,NAG,07:15:00,3,4800000000,08:35:00,3,,Go,Go First,7377.0,0.0,0.0
4362,PNQ,NAG,07:15:00,0,4800000000,08:35:00,0,,Go,Go First,8806.0,0.0,0.0
4363,PNQ,NAG,00:15:00,4,4800000000,01:35:00,4,,In,IndiGo,8928.0,0.0,0.0
4364,PNQ,NAG,00:15:00,2,4800000000,01:35:00,2,,In,IndiGo,8928.0,0.0,0.0
4365,PNQ,NAG,07:15:00,2,4800000000,08:35:00,2,,Go,Go First,8928.0,0.0,0.0
4366,PNQ,NAG,07:15:00,6,4800000000,08:35:00,6,,Go,Go First,8928.0,0.0,0.0
4367,PNQ,NAG,00:15:00,0,4800000000,01:35:00,0,,In,IndiGo,8928.0,0.0,0.0
4368,PNQ,NAG,07:15:00,4,4800000000,08:35:00,4,,Go,Go First,8928.0,0.0,0.0
4369,PNQ,NAG,00:15:00,3,4800000000,01:35:00,3,,In,IndiGo,8928.0,0.0,0.0
4370,PNQ,NAG,00:15:00,1,4800000000,01:35:00,1,,In,IndiGo,8928.0,0.0,0.0
4371,PNQ,NAG,00:15:00,5,4800000000,01:35:00,5,,In,IndiGo,8928.0,0.0,0.0
4372,PNQ,NAG,00:15:00,6,4800000000,01:35:00,6,,In,IndiGo,8928.0,0.0,0.0
4373,PNQ,NAG,07:15:00,5,4800000000,08:35:00,5,,Go,Go First,8928.0,0.0,0.0
4374,PNQ,NAG,11:00:00,1,5400000000,12:30:00,1,,In,IndiGo,8928.0,0.0,0.0
4375,PNQ,NAG,11:00:00,3,5400000000,12:30:00,3,,In,IndiGo,8928.0,0.0,0.0
4376,PNQ,NAG,11:00:00,2,5400000000,12:30:00,2,,In,IndiGo,8928.0,0.0,0.0
4377,PNQ,NAG,11:00:00,0,5400000000,12:30:00,0,,In,IndiGo,8928.0,0.0,0.0
4378,PNQ,NAG,11:00:00,4,5400000000,12:30:00,4,,In,IndiGo,8928.0,0.0,0.0
4379,PNQ,NAG,11:00:00,6,5400000000,12:30:00,6,,In,IndiGo,8928.0,0.0,0.0
4380,PNQ,NAG,03:55:00,2,5700000000,05:30:00,2,,In,IndiGo,8928.0,0.0,0.0
4381,PNQ,NAG,03:55:00,0,5700000000,05:30:00,0,,In,IndiGo,8928.0,0.0,0.0
4382,PNQ,NAG,03:55:00,6,5700000000,05:30:00,6,,In,IndiGo,8928.0,0.0,0.0
4383,PNQ,NAG,03:55:00,5,5700000000,05:30:00,5,,In,IndiGo,8928.0,0.0,0.0
4384,PNQ,NAG,03:55:00,4,5700000000,05:30:00,4,,In,IndiGo,8928.0,0.0,0.0
4385,PNQ,IXC,03:45:00,3,8400000000,06:05:00,3,,In,IndiGo,11223.0,0.0,0.0
4386,PNQ,IXC,03:45:00,6,8400000000,06:05:00,6,,In,IndiGo,11646.0,0.0,0.0
4387,PNQ,IXC,03:45:00,1,8400000000,06:05:00,1,,In,IndiGo,11646.0,0.0,0.0
4388,PNQ,IXC,03:45:00,0,8400000000,06:05:00,0,,In,IndiGo,11917.0,0.0,0.0
4389,PNQ,IXC,03:45:00,2,8400000000,06:05:00,2,,In,IndiGo,12128.0,0.0,0.0
4390,PNQ,IXC,03:45:00,4,8400000000,06:05:00,4,,In,IndiGo,12128.0,0.0,0.0
4391,PNQ,IXC,03:45:00,5,8400000000,06:05:00,5,,In,IndiGo,13336.0,0.0,0.0
4392,PNQ,IXE,23:45:00,5,4800000000,01:05:00,5,,In,IndiGo,4702.0,0.0,0.0
4393,PNQ,IXE,23:45:00,3,4800000000,01:05:00,3,,In,IndiGo,4943.0,0.0,0.0
4394,PNQ,IXE,23:45:00,6,4800000000,01:05:00,6,,In,IndiGo,4943.0,0.0,0.0
4395,PNQ,IXE,23:45:00,1,4800000000,01:05:00,1,,In,IndiGo,4943.0,0.0,0.0
4396,PNQ,IDR,15:50:00,3,3600000000,16:50:00,3,,In,IndiGo,5937.0,0.0,0.0
4397,PNQ,IDR,15:50:00,4,3600000000,16:50:00,4,,In,IndiGo,6636.0,0.0,0.0
4398,PNQ,IDR,15:50:00,6,3600000000,16:50:00,6,,In,IndiGo,6636.0,0.0,0.0
4399,PNQ,IDR,15:50:00,1,3600000000,16:50:00,1,,In,IndiGo,6636.0,0.0,0.0
4400,PNQ,IDR,15:50:00,2,3600000000,16:50:00,2,,In,IndiGo,7102.0,0.0,0.0
4401,PNQ,IDR,15:50:00,0,3600000000,16:50:00,0,,In,IndiGo,8035.0,0.0,0.0
4402,PNQ,PAT,12:00:00,3,7800000000,14:10:00,3,,Sp,SpiceJet,9492.0,0.0,0.0
4403,PNQ,PAT,12:00:00,0,7800000000,14:10:00,0,,Sp,SpiceJet,10216.0,0.0,0.0
4404,PNQ,PAT,12:00:00,2,7800000000,14:10:00,2,,Sp,SpiceJet,10216.0,0.0,0.0
4405,PNQ,PAT,12:00:00,4,7800000000,14:10:00,4,,Sp,SpiceJet,10216.0,0.0,0.0
4406,PNQ,PAT,12:00:00,6,7800000000,14:10:00,6,,Sp,SpiceJet,10216.0,0.0,0.0
4407,PNQ,PAT,03:00:00,6,8400000000,05:20:00,6,,In,IndiGo,10618.0,0.0,0.0
4408,IXB,DEL,14:25:00,3,6900000000,16:20:00,3,,Vi,Vistara,8936.0,0.0,0.0
4409,IXB,DEL,14:25:00,0,6900000000,16:20:00,0,,Vi,Vistara,8936.0,0.0,0.0
4410,IXB,DEL,14:25:00,2,6900000000,16:20:00,2,,Vi,Vistara,9115.0,0.0,0.0
4411,IXB,DEL,14:25:00,1,6900000000,16:20:00,1,,Vi,Vistara,9115.0,0.0,0.0
4412,IXB,DEL,14:25:00,6,6900000000,16:20:00,6,,Vi,Vistara,9115.0,0.0,0.0
4413,IXB,DEL,14:25:00,5,6900000000,16:20:00,5,,Vi,Vistara,9115.0,0.0,0.0
4414,IXB,DEL,14:25:00,4,6900000000,16:20:00,4,,Vi,Vistara,9115.0,0.0,0.0
4415,IXB,DEL,09:10:00,5,8100000000,11:25:00,5,,Sp,SpiceJet,9117.0,0.0,0.0
4416,IXB,DEL,09:10:00,0,8100000000,11:25:00,0,,Sp,SpiceJet,9117.0,0.0,0.0
4417,IXB,DEL,09:10:00,1,8100000000,11:25:00,1,,Sp,SpiceJet,9117.0,0.0,0.0
4418,IXB,DEL,09:10:00,2,8100000000,11:25:00,2,,Sp,SpiceJet,9117.0,0.0,0.0
4419,IXB,DEL,09:10:00,3,8100000000,11:25:00,3,,Sp,SpiceJet,9117.0,0.0,0.0
4420,IXB,DEL,09:10:00,6,8100000000,11:25:00,6,,Sp,SpiceJet,9117.0,0.0,0.0
4421,IXB,DEL,13:50:00,2,8700000000,16:15:00,2,,Ai,Air India,9117.0,0.0,20616.0
4422,IXB,DEL,15:50:00,4,8700000000,18:15:00,4,,Sp,SpiceJet,9117.0,0.0,0.0
4423,IXB,DEL,15:50:00,1,8700000000,18:15:00,1,,Sp,SpiceJet,9117.0,0.0,0.0
4424,IXB,DEL,15:50:00,6,8700000000,18:15:00,6,,Sp,SpiceJet,9117.0,0.0,0.0
4425,IXB,DEL,15:50:00,3,8700000000,18:15:00,3,,Sp,SpiceJet,9117.0,0.0,0.0
4426,IXB,DEL,15:50:00,2,8700000000,18:15:00,2,,Sp,SpiceJet,9117.0,0.0,0.0
4427,IXB,DEL,13:50:00,3,8700000000,16:15:00,3,,Ai,Air India,9117.0,0.0,20616.0
4428,IXB,DEL,13:50:00,6,8700000000,16:15:00,6,,Ai,Air India,9117.0,0.0,21220.0
4429,IXB,DEL,13:50:00,1,8700000000,16:15:00,1,,Ai,Air India,9117.0,0.0,20616.0
4430,IXB,DEL,15:50:00,5,8700000000,18:15:00,5,,Sp,SpiceJet,9117.0,0.0,0.0
4431,IXB,DEL,15:50:00,0,8700000000,18:15:00,0,,Sp,SpiceJet,9117.0,0.0,0.0
4432,IXB,DEL,13:50:00,5,8700000000,16:15:00,5,,Ai,Air India,9117.0,0.0,21151.0
4433,IXB,BOM,11:40:00,5,10200000000,14:30:00,5,,Sp,SpiceJet,9394.0,0.0,0.0
4434,IXB,BOM,11:40:00,6,10200000000,14:30:00,6,,Sp,SpiceJet,9394.0,0.0,0.0
4435,IXB,BOM,16:20:00,5,11100000000,19:25:00,5,,Sp,SpiceJet,9394.0,0.0,0.0
4436,IXB,BOM,11:40:00,2,10200000000,14:30:00,2,,Sp,SpiceJet,10073.0,0.0,0.0
4437,IXB,BOM,16:20:00,0,11100000000,19:25:00,0,,Sp,SpiceJet,10185.0,0.0,0.0
4438,IXB,BOM,16:20:00,1,11100000000,19:25:00,1,,Sp,SpiceJet,10185.0,0.0,0.0
4439,IXB,BOM,16:20:00,4,11100000000,19:25:00,4,,Sp,SpiceJet,10185.0,0.0,0.0
4440,IXB,BOM,16:20:00,3,11100000000,19:25:00,3,,Sp,SpiceJet,10185.0,0.0,0.0
4441,IXB,BOM,11:30:00,4,10800000000,14:30:00,4,,In,IndiGo,10581.0,0.0,0.0
4442,IXB,BOM,11:30:00,6,10800000000,14:30:00,6,,In,IndiGo,10694.0,0.0,0.0
4443,IXB,BOM,16:20:00,6,11100000000,19:25:00,6,,Sp,SpiceJet,11429.0,0.0,0.0
4444,IXB,BLR,09:40:00,4,11700000000,12:55:00,4,,Sp,SpiceJet,11226.0,0.0,0.0
4445,IXB,BLR,09:40:00,5,11700000000,12:55:00,5,,Sp,SpiceJet,11226.0,0.0,0.0
4446,IXB,BLR,09:40:00,6,11700000000,12:55:00,6,,Sp,SpiceJet,11226.0,0.0,0.0
4447,IXB,BLR,09:40:00,2,11700000000,12:55:00,2,,Sp,SpiceJet,11226.0,0.0,0.0
4448,IXB,BLR,09:40:00,0,11700000000,12:55:00,0,,Sp,SpiceJet,11226.0,0.0,0.0
4449,IXB,BLR,09:40:00,3,11700000000,12:55:00,3,,Sp,SpiceJet,11226.0,0.0,0.0
4450,IXB,BLR,09:40:00,1,11700000000,12:55:00,1,,Sp,SpiceJet,11226.0,0.0,0.0
4451,IXB,BLR,09:50:00,2,10200000000,12:40:00,2,,In,IndiGo,11614.0,0.0,0.0
4452,IXB,BLR,09:50:00,3,10200000000,12:40:00,3,,In,IndiGo,11614.0,0.0,0.0
4453,IXB,BLR,09:50:00,0,10200000000,12:40:00,0,,In,IndiGo,11614.0,0.0,0.0
4454,IXB,BLR,09:50:00,6,10200000000,12:40:00,6,,In,IndiGo,11614.0,0.0,0.0
4455,IXB,BLR,09:50:00,4,10200000000,12:40:00,4,,In,IndiGo,11614.0,0.0,0.0
4456,IXB,BLR,08:40:00,5,11100000000,11:45:00,5,,Ai,AirAsia India,11614.0,0.0,0.0
4457,IXB,BLR,08:40:00,3,11100000000,11:45:00,3,,Ai,AirAsia India,11614.0,0.0,0.0
4458,IXB,BLR,08:40:00,6,11100000000,11:45:00,6,,Ai,AirAsia India,11614.0,0.0,0.0
4459,IXB,BLR,08:40:00,2,11100000000,11:45:00,2,,Ai,AirAsia India,11614.0,0.0,0.0
4460,IXB,BLR,08:40:00,0,11100000000,11:45:00,0,,Ai,AirAsia India,11614.0,0.0,0.0
4461,IXB,BLR,08:40:00,1,11100000000,11:45:00,1,,Ai,AirAsia India,11614.0,0.0,0.0
4462,IXB,BLR,08:40:00,4,11100000000,11:45:00,4,,Ai,AirAsia India,11614.0,0.0,0.0
4463,IXB,BLR,09:50:00,1,10200000000,12:40:00,1,,In,IndiGo,12669.0,0.0,0.0
4464,IXB,BLR,09:50:00,5,10200000000,12:40:00,5,,In,IndiGo,15118.0,0.0,0.0
4465,IXB,MAA,15:30:00,2,10500000000,18:25:00,2,,Sp,SpiceJet,11360.0,0.0,0.0
4466,IXB,MAA,15:30:00,5,10500000000,18:25:00,5,,Sp,SpiceJet,11429.0,0.0,0.0
4467,IXB,MAA,15:30:00,6,10500000000,18:25:00,6,,Sp,SpiceJet,11429.0,0.0,0.0
4468,IXB,MAA,15:30:00,0,10500000000,18:25:00,0,,Sp,SpiceJet,11429.0,0.0,0.0
4469,IXB,MAA,15:00:00,5,9600000000,17:40:00,5,,In,IndiGo,11823.0,0.0,0.0
4470,IXB,MAA,15:00:00,3,9600000000,17:40:00,3,,In,IndiGo,11823.0,0.0,0.0
4471,IXB,MAA,15:00:00,4,9600000000,17:40:00,4,,In,IndiGo,12615.0,0.0,0.0
4472,IXB,MAA,15:00:00,1,9600000000,17:40:00,1,,In,IndiGo,12953.0,0.0,0.0
4473,IXB,MAA,15:00:00,6,9600000000,17:40:00,6,,In,IndiGo,14422.0,0.0,0.0
4474,IXB,MAA,15:30:00,4,10500000000,18:25:00,4,,Sp,SpiceJet,14592.0,0.0,0.0
4475,IXB,HYD,13:15:00,4,8400000000,15:35:00,4,,In,IndiGo,8434.0,0.0,0.0
4476,IXB,HYD,13:15:00,3,8400000000,15:35:00,3,,In,IndiGo,9338.0,0.0,0.0
4477,IXB,HYD,13:15:00,5,8400000000,15:35:00,5,,In,IndiGo,9790.0,0.0,0.0
4478,IXB,HYD,13:15:00,2,8400000000,15:35:00,2,,In,IndiGo,10807.0,0.0,0.0
4479,IXB,HYD,13:15:00,1,8400000000,15:35:00,1,,In,IndiGo,13801.0,0.0,0.0
4480,IXB,HYD,13:15:00,6,8400000000,15:35:00,6,,In,IndiGo,16174.0,0.0,0.0
4481,IXB,HYD,13:15:00,0,8400000000,15:35:00,0,,In,IndiGo,17361.0,0.0,0.0
4482,IXB,CCU,15:40:00,4,3900000000,16:45:00,4,,Ai,Air India,6342.0,0.0,0.0
4483,IXB,CCU,15:40:00,6,3900000000,16:45:00,6,,Ai,Air India,6342.0,0.0,14213.0
4484,IXB,CCU,15:40:00,2,3900000000,16:45:00,2,,Ai,Air India,6342.0,0.0,0.0
4485,IXB,CCU,12:00:00,3,4200000000,13:10:00,3,,Sp,SpiceJet,6342.0,0.0,0.0
4486,IXB,CCU,12:00:00,2,4200000000,13:10:00,2,,Sp,SpiceJet,6342.0,0.0,0.0
4487,IXB,CCU,12:00:00,6,4200000000,13:10:00,6,,Sp,SpiceJet,6342.0,0.0,0.0
4488,IXB,CCU,12:00:00,1,4200000000,13:10:00,1,,Sp,SpiceJet,6342.0,0.0,0.0
4489,IXB,CCU,12:40:00,5,4200000000,13:50:00,5,,Sp,SpiceJet,6342.0,0.0,0.0
4490,IXB,CCU,12:40:00,2,4200000000,13:50:00,2,,Sp,SpiceJet,6342.0,0.0,0.0
4491,IXB,CCU,12:00:00,5,4200000000,13:10:00,5,,Sp,SpiceJet,6342.0,0.0,0.0
4492,IXB,CCU,16:40:00,0,5400000000,18:10:00,0,,Sp,SpiceJet,6342.0,0.0,0.0
4493,IXB,CCU,16:40:00,3,5400000000,18:10:00,3,,Sp,SpiceJet,6342.0,0.0,0.0
4494,IXB,CCU,16:40:00,1,5400000000,18:10:00,1,,Sp,SpiceJet,6342.0,0.0,0.0
4495,IXB,CCU,14:20:00,2,3600000000,15:20:00,2,,In,IndiGo,6730.0,0.0,0.0
4496,IXB,CCU,14:20:00,3,3600000000,15:20:00,3,,In,IndiGo,6730.0,0.0,0.0
4497,IXB,CCU,14:20:00,6,3600000000,15:20:00,6,,In,IndiGo,6730.0,0.0,0.0
4498,IXB,CCU,14:20:00,5,3600000000,15:20:00,5,,In,IndiGo,6730.0,0.0,0.0
4499,IXB,CCU,14:55:00,4,3900000000,16:00:00,4,,Go,Go First,6730.0,0.0,0.0
4500,IXB,CCU,14:55:00,3,3900000000,16:00:00,3,,Go,Go First,6730.0,0.0,0.0
4501,IXB,CCU,14:55:00,1,3900000000,16:00:00,1,,Go,Go First,6730.0,0.0,0.0
4502,IXB,CCU,14:55:00,6,3900000000,16:00:00,6,,Go,Go First,6730.0,0.0,0.0
4503,IXB,CCU,14:55:00,2,3900000000,16:00:00,2,,Go,Go First,6730.0,0.0,0.0
4504,IXB,AMD,12:55:00,6,9900000000,15:40:00,6,,Sp,SpiceJet,9043.0,0.0,0.0
4505,GAU,DEL,18:20:00,0,9300000000,20:55:00,0,,Vi,Vistara,10185.0,11012.0,54048.0
4506,GAU,DEL,18:20:00,6,9300000000,20:55:00,6,,Vi,Vistara,10185.0,15134.0,33183.0
4507,GAU,DEL,18:20:00,2,9300000000,20:55:00,2,,Vi,Vistara,10185.0,15134.0,29331.0
4508,GAU,DEL,18:20:00,5,9300000000,20:55:00,5,,Vi,Vistara,10185.0,11012.0,33183.0
4509,GAU,DEL,12:45:00,3,10500000000,15:40:00,3,,Vi,Vistara,10185.0,15134.0,40084.0
4510,GAU,DEL,12:45:00,6,10500000000,15:40:00,6,,Vi,Vistara,10185.0,15134.0,33183.0
4511,GAU,DEL,12:45:00,0,10500000000,15:40:00,0,,Vi,Vistara,10185.0,15134.0,33183.0
4512,GAU,DEL,12:45:00,2,10500000000,15:40:00,2,,Vi,Vistara,10185.0,15134.0,29331.0
4513,GAU,DEL,12:45:00,1,10500000000,15:40:00,1,,Vi,Vistara,10185.0,15134.0,29331.0
4514,GAU,DEL,18:20:00,1,9300000000,20:55:00,1,,Vi,Vistara,10365.0,12994.0,36232.0
4515,GAU,DEL,18:20:00,3,9300000000,20:55:00,3,,Vi,Vistara,10365.0,11012.0,40084.0
4516,GAU,DEL,18:20:00,4,9300000000,20:55:00,4,,Vi,Vistara,10365.0,15134.0,33183.0
4517,GAU,DEL,12:45:00,4,10500000000,15:40:00,4,,Vi,Vistara,10365.0,12994.0,33183.0
4518,GAU,DEL,15:55:00,2,9900000000,18:40:00,2,,Ai,Air India,10366.0,0.0,29504.0
4519,GAU,DEL,15:55:00,5,9900000000,18:40:00,5,,Ai,Air India,10366.0,0.0,30038.0
4520,GAU,DEL,15:55:00,1,9900000000,18:40:00,1,,Ai,Air India,10366.0,0.0,29504.0
4521,GAU,DEL,15:55:00,3,9900000000,18:40:00,3,,Ai,Air India,10366.0,0.0,29504.0
4522,GAU,DEL,15:55:00,0,9900000000,18:40:00,0,,Ai,Air India,10366.0,0.0,29504.0
4523,GAU,DEL,15:55:00,6,9900000000,18:40:00,6,,Ai,Air India,10366.0,0.0,30038.0
4524,GAU,DEL,16:10:00,4,10500000000,19:05:00,4,,Sp,SpiceJet,10366.0,0.0,0.0
4525,GAU,DEL,16:10:00,2,10500000000,19:05:00,2,,Sp,SpiceJet,10366.0,0.0,0.0
4526,GAU,DEL,16:10:00,6,10500000000,19:05:00,6,,Sp,SpiceJet,10366.0,0.0,0.0
4527,GAU,DEL,16:10:00,5,10500000000,19:05:00,5,,Sp,SpiceJet,10366.0,0.0,0.0
4528,GAU,DEL,16:10:00,0,10500000000,19:05:00,0,,Sp,SpiceJet,10366.0,0.0,0.0
4529,GAU,DEL,16:10:00,3,10500000000,19:05:00,3,,Sp,SpiceJet,10366.0,0.0,0.0
4530,GAU,BOM,16:10:00,3,12300000000,19:35:00,3,,In,IndiGo,10755.0,0.0,0.0
4531,GAU,BOM,16:10:00,2,12300000000,19:35:00,2,,In,IndiGo,10755.0,0.0,0.0
4532,GAU,BOM,06:50:00,0,12900000000,10:25:00,0,,In,IndiGo,10755.0,0.0,0.0
4533,GAU,BOM,06:50:00,2,12900000000,10:25:00,2,,In,IndiGo,10755.0,0.0,0.0
4534,GAU,BOM,06:50:00,4,12900000000,10:25:00,4,,In,IndiGo,10755.0,0.0,0.0
